ID,API-Type,API-Name,HTTP Method,URI,Decription+Parameters,AmorphousURI,TidyURI,Comment,NonStandardURI,StandarURI,Comment,CRUDyURI,VerblessURI,Comment,UnversionedURI,VersionedURI,Comment,PluralisedNodes,SingularNodes,Comment,NonDescriptiveURI,DescriptiveURI,Comment,ContextlessResource,ContextualResouce,Comment,NonHierarchicalNodes,HierarchicalNodes,Comment,LessCohisiveDoc,CohisiveDoc,Comment,InconsistantDoc,ConsistantDoc,Comment,Type(Public/Private/Partner)
303,REST,GroupWise,GET,/domains/{domain}/gatewaysubdirs,List the gateway sub-directories for the domain.,0,1,,0,1,,0,1,,1,0,No Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Private
304,REST,GroupWise,GET,/domains/{domain}/info,Retrieve statistical information about the objects contained in this domain,0,1,,0,1,,0,1,,1,0,No Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Private
305,REST,GroupWise,GET,/domains/{domain}/links?direction,List the links for this domain. Specify a 'direction' query parameter to read either the inbound or outbound links. If no direction is specified then all links are read (both inbound and outbound).,0,1,,0,1,,0,1,,1,0,No Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Private
306,REST,GroupWise,GET,/domains/{domain}/links/{link},Get the domain link between domainName and linkName,0,1,,0,1,,0,1,,1,0,No Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Contextual Resource Names,1,0,Reversed hierarchy of type True detected between links and link. 0 hierarchical relations were detected out of 55,0,1,Pertinent Documentation,0,1,Consistent Documentation,Private
307,REST,GroupWise,PUT,/domains/{domain}/links/{link},Update the domain link between domainName and linkName,0,1,,0,1,,0,1,,1,0,No Version Found,0,1,[Singular last node with PUT|DELETE method.],0,1,Self-descriptive End-point,0,1,Contextual Resource Names,1,0,Reversed hierarchy of type True detected between links and link. 0 hierarchical relations were detected out of 55,0,1,Pertinent Documentation,0,1,Consistent Documentation,Private
308,REST,GroupWise,POST,/domains/{domain}/rebuild,Rebuild a specific Domain given the Domain name. This command will rebuild the database (wpdomain.db) file and place it in the respective folder where it belongs. It will also ensure that the service is configured properly for this Domain. Note that this command requires an AdminService object be configured to communicate with the respective service.,0,1,,0,1,,0,1,,1,0,No Version Found,1,0,[Singular last node with POST method.],0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Private
309,REST,GroupWise,GET,/domains/{domain}/refaccesscontrols,Get the Access Control List for the domain,0,1,,0,1,,0,1,,1,0,No Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Private
310,REST,GroupWise,PUT,/domains/{domain}/refaccesscontrols,Update the Access Control List for the domain,0,1,,0,1,,0,1,,1,0,No Version Found,1,0,[Pluralized last node with PUT|DELETE method.],0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,1,0,Inconsistent Documentation,Private
311,REST,GroupWise,GET,/domains/attributes,Get all available Domain Attributes,0,1,,0,1,,0,1,,1,0,No Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Contextual Resource Names,1,0,Reversed hierarchy of type True detected between domains and attributes. 0 hierarchical relations were detected out of 55,0,1,Pertinent Documentation,0,1,Consistent Documentation,Private
312,REST,GroupWise,GET,/domains/{domain}/gateways,Performs a query to find all the Gateways for this GroupWise system.,0,1,,0,1,,0,1,,1,0,No Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Private
313,REST,GroupWise,POST,/domains/{domain}/gateways,Create an Gateway given the Gateway data,0,1,,0,1,,0,1,,1,0,No Version Found,0,1,[Pluralized last node with POST method.],0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Private
314,REST,GroupWise,DELETE,/domains/{domain}/gateways/{gateway},Delete a specific Gateway given the name,0,1,,0,1,,0,1,,1,0,No Version Found,0,1,[Singular last node with PUT|DELETE method.],0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Private
315,REST,GroupWise,PUT,/domains/{domain}/gateways/{gateway},Update a Gateway given the data,0,1,,0,1,,0,1,,1,0,No Version Found,0,1,[Singular last node with PUT|DELETE method.],0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Private
316,REST,GroupWise,GET,/domains/{domain}/gateways/{gateway},Get a specific Gateway given the name,0,1,,0,1,,0,1,,1,0,No Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Private
317,REST,GroupWise,GET,/domains/{domain}/gateways/{gateway}/administrators,Performs a query to find all the administrators for this gateway,0,1,,0,1,,0,1,,1,0,No Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Private
318,REST,GroupWise,POST,/domains/{domain}/gateways/{gateway}/administrators,Adds a new administrator to this gateway.,0,1,,0,1,,0,1,,1,0,No Version Found,0,1,[Pluralized last node with POST method.],0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Private
319,REST,GroupWise,DELETE,/domains/{domain}/gateways/{gateway}/administrators/{id},Remove an administrator member from this gateway,0,1,,0,1,,0,1,,1,0,No Version Found,0,1,[Singular last node with PUT|DELETE method.],0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Private
320,REST,GroupWise,PUT,/domains/{domain}/gateways/{gateway}/administrators/{id},Remove an administrator member from this gateway,0,1,,0,1,,0,1,,1,0,No Version Found,0,1,[Singular last node with PUT|DELETE method.],0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Private
321,REST,GroupWise,GET,/domains/{domain}/gateways/{gateway}/aliases,Performs a query to find all the aliases for this gateway,0,1,,0,1,,0,1,,1,0,No Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Private
322,REST,GroupWise,GET,/domains/{domain}/gateways/{gateway}/classofservice,List the classes of service for a specific gateway,0,1,,0,1,,0,1,,1,0,No Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Private
323,REST,GroupWise,POST,/domains/{domain}/gateways/{gateway}/classofservice,Create a Gwia Class of Service for the specified gateway,0,1,,0,1,,0,1,,1,0,No Version Found,1,0,[Singular last node with POST method.],0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Private
324,REST,GroupWise,GET,/domains/{domain}/gateways/{gateway}/classofservice/{cosname},Get a specific Gateway given the name,0,1,,0,1,,0,1,,1,0,No Version Found,0,1,Regular methods,1,0,Non-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Private
325,REST,GroupWise,PUT,/domains/{domain}/gateways/{gateway}/classofservice/{cosname},Update a specific Class of Service given the name,0,1,,0,1,,0,1,,1,0,No Version Found,0,1,[Singular last node with PUT|DELETE method.],1,0,Non-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Private
326,REST,GroupWise,DELETE,/domains/{domain}/gateways/{gateway}/classofservice/{cosname},Delete a specific Class of Service given the name,0,1,,0,1,,0,1,,1,0,No Version Found,0,1,[Singular last node with PUT|DELETE method.],1,0,Non-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Private
327,REST,GroupWise,GET,/domains/{domain}/gateways/{gateway}/classofservice/{cosname}/members,List the members for a specific class of service,0,1,,0,1,,0,1,,1,0,No Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Private
328,REST,GroupWise,POST,/domains/{domain}/gateways/{gateway}/classofservice/{cosname}/members,Adds a new member to this class of service. The 'id' field of groupMember is required and all other fields are ignored,0,1,,0,1,,0,1,,1,0,No Version Found,0,1,[Pluralized last node with POST method.],0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Private
329,REST,GroupWise,DELETE,/domains/{domain}/gateways/{gateway}/classofservice/{cosname}/members/{member},Remove a member from this class of service by id,0,1,,0,1,,0,1,,1,0,No Version Found,0,1,[Singular last node with PUT|DELETE method.],0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Private
330,REST,GroupWise,POST,/domains/{domain}/gateways/{gateway}/recoverDb,Recover the Access Control database for the specified gateway. This command will recover the database in place.,0,1, ,0,1, ,0,1, ,1,0,No Version Found,1,0,[Singular last node with POST method.],0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1, ,0,1,Pertinent Documentation,0,1,Consistent Documentation,Private
331,REST,IBM Cloud Pak System,POST,/deployment/resources/instances,Deploying a virtual appliance. You can use the representational state transfer (REST) application programming interface (API) to deploy a virtual appliance.,0,1,,0,1,,0,1,,1,0,No Version Found,0,1,[Pluralized last node with POST method.],0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Partner
332,REST,IBM Cloud Pak System,DELETE,/deployment/resources/virtual data center./<virtual data center.UID>,Removing a virtual data center. You can remove a virtual data center as long as it is longer referenced by any resource in the Cloud Pak System environment.,1,0,[uppercase found],1,0,[blank space/tab found],0,1,,1,0,No Version Found,0,1,[Singular last node with PUT|DELETE method.],1,0,Non-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Partner
333,REST,IBM Cloud Pak System,POST,/deployment/resources/vm_configurations,Create a new configuration for the virtual machine.,1,0,[underscore found],0,1,,0,1,,1,0,No Version Found,0,1,[Pluralized last node with POST method.],0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Partner
334,REST,IBM Cloud Pak System,POST,/deployment/resources/vdcs/{uuid}/vm_configurations,Create a new configuration for the virtual machine.,1,0,[underscore found],0,1,,0,1,,1,0,No Version Found,0,1,[Pluralized last node with POST method.],0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Partner
335,REST,IBM Cloud Pak System,POST,/deployment/resources/volume_configurations,Create a new volume configuration.,1,0,[underscore found],0,1,,0,1,,1,0,No Version Found,0,1,[Pluralized last node with POST method.],0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Partner
336,REST,IBM Cloud Pak System,POST,/deployment/resources/vdcs/{uuid}/volume_configurations,Create a new volume configuration.,1,0,[underscore found],0,1,,0,1,,1,0,No Version Found,0,1,[Pluralized last node with POST method.],0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Partner
337,REST,IBM Cloud Pak System,POST,/deployment/resources/subnets,Create a new subnet.,0,1,,0,1,,0,1,,1,0,No Version Found,1,0,[Singular last node with POST method.],1,0,Non-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Partner
338,REST,IBM Cloud Pak System,DELETE,/deployment/resources/subnets/<subnetUUID>,Delete a subnet.,1,0,[uppercase found],1,0,[unknown char found],0,1,,1,0,No Version Found,0,1,[Singular last node with PUT|DELETE method.],1,0,Non-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Partner
339,REST,IBM Cloud Pak System,POST,/deployment/resources/addresses,Create a new address.,0,1,,0,1,,0,1,,1,0,No Version Found,0,1,[Pluralized last node with POST method.],0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Partner
340,REST,IBM Cloud Pak System,POST,/deployment/resources/subnet/<subnetUUID>/addresses,Create a range of addresses that are attached to a subnet. An API is available first to create a range of addresses from an IP range or a list of host names and then to attach those addresses to a subnet.,1,0,[uppercase found],1,0,[unknown char found],0,1,,1,0,No Version Found,0,1,[Pluralized last node with POST method.],0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,1,0,Inconsistent Documentation,Partner
341,REST,IBM Cloud Pak System,PUT,/deployment/resources/subnet/<subnetUUID>/addresses,Create a range of addresses that are attached to a subnet. An API is available first to create a range of addresses from an IP range or a list of host names and then to attach those addresses to a subnet.,1,0,[uppercase found],1,0,[unknown char found],0,1,,1,0,No Version Found,1,0,[Pluralized last node with PUT|DELETE method.],0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,1,0,Inconsistent Documentation,Partner
342,REST,IBM Cloud Pak System,PUT,/deployment/resources/addresses/<addressUUID>,You can use the representational state transfer (REST) application programming interface (API) to move an address from one subnet to another.,1,0,[uppercase found],1,0,[unknown char found],0,1,,1,0,No Version Found,0,1,[Singular last node with PUT|DELETE method.],1,0,Non-descriptive End-point,0,1,Contextual Resource Names,1,0,Reversed hierarchy of type True detected between addresses and address. 0 hierarchical relations were detected out of 33,0,1,Pertinent Documentation,0,1,Consistent Documentation,Partner
343,REST,IBM Cloud Pak System,DELETE,/deployment/resources/addresses/<addressUUID>,Deleting an address. You can use the representational state transfer (REST) application programming interface (API) to delete an address.,1,0,[uppercase found],1,0,[unknown char found],0,1,,1,0,No Version Found,0,1,[Singular last node with PUT|DELETE method.],1,0,Non-descriptive End-point,0,1,Contextual Resource Names,1,0,Reversed hierarchy of type True detected between addresses and address. 0 hierarchical relations were detected out of 33,0,1,Pertinent Documentation,0,1,Consistent Documentation,Partner
344,REST,IBM Cloud Pak System,POST,/deployment/resources/credentials,Creating a new credential,0,1,,0,1,,0,1,,1,0,No Version Found,0,1,[Pluralized last node with POST method.],0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Partner
345,REST,IBM Cloud Pak System,DELETE,/deployment/resources/credentials/<credentialUUID>,Deleting a credential,1,0,[uppercase found],1,0,[unknown char found],0,1,,1,0,No Version Found,0,1,[Singular last node with PUT|DELETE method.],1,0,Non-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Partner
346,REST,IBM Cloud Pak System,DELETE,/deployment/resources/images/<imageID>,Deleting images from the system,1,0,[uppercase found],1,0,[unknown char found],0,1,,1,0,No Version Found,0,1,[Singular last node with PUT|DELETE method.],0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Partner
347,REST,IBM Cloud Pak System,POST,/deployment/resources/groups,Creating a group,0,1,,0,1,,0,1,,1,0,No Version Found,0,1,[Pluralized last node with POST method.],0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Partner
348,REST,IBM Cloud Pak System,PUT,/deployment/resources/groups/<groupUUID>,Updating a group,1,0,[uppercase found],1,0,[unknown char found],0,1,,1,0,No Version Found,0,1,[Singular last node with PUT|DELETE method.],1,0,Non-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Partner
349,REST,IBM Cloud Pak System,GET,/deployment/resources/groups?isMaster=true,Retrieving master groups,0,1,,0,1,,0,1,,1,0,No Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Partner
350,REST,IBM Cloud Pak System,GET,/deployment/resources/groups/group<UUID>?showNested=true,Retrieving nested and parent groups,1,0,[uppercase found],1,0,[unknown char found],0,1,,1,0,No Version Found,0,1,Regular methods,1,0,Non-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Partner
351,REST,IBM Cloud Pak System,PUT,/deployment/resources/instances/<instanceUUID>,"Stopping, starting, or and restarting virtual machines",1,0,[uppercase found],1,0,[unknown char found],0,1,,1,0,No Version Found,0,1,[Singular last node with PUT|DELETE method.],1,0,Non-descriptive End-point,0,1,Contextual Resource Names,0,1,,1,0,Non-pertinent Documentation,0,1,Consistent Documentation,Partner
352,REST,IBM Cloud Pak System,GET,/deployment/resources/instances,Viewing currently deployed virtual machines,0,1,,0,1,,0,1,,1,0,No Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Partner
353,REST,IBM Cloud Pak System,DELETE,/deployment/resources/instances/<instanceUUID>,Deleting currently deployed virtual machines,1,0,[uppercase found],1,0,[unknown char found],0,1,,1,0,No Version Found,0,1,[Singular last node with PUT|DELETE method.],1,0,Non-descriptive End-point,0,1,Contextual Resource Names,0,1,,1,0,Non-pertinent Documentation,0,1,Consistent Documentation,Partner
354,REST,IBM Cloud Pak System,GET,/deployment/resources/addresses,Getting a new address,0,1,,0,1,,0,1,,1,0,No Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Partner
355,REST,IBM Cloud Pak System,POST,/deployment/resources/volumes,Creating a volume,0,1,,0,1,,0,1,,1,0,No Version Found,0,1,[Pluralized last node with POST method.],0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Partner
356,REST,IBM Cloud Pak System,DELETE,/deployment/resources/volumes/<volumeUUID>,Deleting a volume,1,0,[uppercase found],1,0,[unknown char found],0,1,,1,0,No Version Found,0,1,[Singular last node with PUT|DELETE method.],1,0,Non-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Partner
357,REST,IBM Cloud Pak System,POST,/deployment/resources/volumes,Attaching or detaching volumes,0,1,,0,1,,0,1,,1,0,No Version Found,0,1,[Pluralized last node with POST method.],0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Partner
358,REST,IBM Cloud Pak System,PUT,/deployment/resources/instances/<instanceUUID>,Storing a previously deployed virtual machine,1,0,[uppercase found],1,0,[unknown char found],0,1,,1,0,No Version Found,0,1,[Singular last node with PUT|DELETE method.],1,0,Non-descriptive End-point,0,1,Contextual Resource Names,0,1,,1,0,Non-pertinent Documentation,0,1,Consistent Documentation,Partner
359,REST,IBM Cloud Pak System,GET,/deployment/resources/instance_snapshots,Retrieving a list of snapshots,1,0,[underscore found],0,1,,0,1,,1,0,No Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Partner
360,REST,IBM Cloud Pak System,GET,/deployment/resources/acls,Get all acls,0,1,,0,1,,0,1,,1,0,No Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Partner
361,REST,IBM Cloud Pak System,POST,/audit/resources/audit_config,Create an audit configuration,1,0,[underscore found],0,1,,0,1,,1,0,No Version Found,1,0,[Singular last node with POST method.],0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Partner
362,REST,IBM Cloud Pak System,POST,/admin/resources/backup,Initiate a backup operation,0,1,,0,1,,0,1,,1,0,No Version Found,1,0,[Singular last node with POST method.],0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Partner
363,REST,IBM Cloud Pak System,GET,/admin/resources/backup_subcomponents/{id},Get information on a specified volume group,1,0,[underscore found],0,1,,0,1,,1,0,No Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Partner
364,REST,IBM Cloud Pak System,GET,/admin/resources/chassis_management_modules,Get all chassis management modules,1,0,[underscore found],0,1, ,0,1, ,1,0,No Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1, ,0,1,Pertinent Documentation,0,1,Consistent Documentation,Partner
365,REST,IBM Watson IoT,GET,/bulk/devices,List devices. Sorting can be performed on any of the following properties (sort order can be reversed by prefixing the property name with '-'.,0,1,,0,1,,0,1,,1,0,No Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Public
366,REST,IBM Watson IoT,POST,/bulk/devices/add,"Register multiple new devices. Register multiple new devices, each request can contain a maximum of 512 kB. The response body will contain the generated authentication tokens for all devices. You must make sure to record these tokens when processing the response. We are not able to retrieve lost authentication tokens.",0,1,,0,1,,0,1,,1,0,No Version Found,1,0,[Singular last node with POST method.],0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Public
367,REST,IBM Watson IoT,POST,/bulk/devices/remove,"Delete multiple devices. Delete multiple devices, each request can contain a maximum of 512 kB.",0,1,,0,1,,1,0,[remove found],1,0,No Version Found,1,0,[Singular last node with POST method.],0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,1,0,Inconsistent Documentation,Public
368,REST,IBM Watson IoT,GET,/device/types,List device types. Sorting can be performed on any of the following properties (sort order can be reversed by prefixing the property name with '-'):,0,1,,0,1,,0,1,,1,0,No Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Public
369,REST,IBM Watson IoT,POST,/device/types,Create device type.,0,1,,0,1,,0,1,,1,0,No Version Found,0,1,[Pluralized last node with POST method.],0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Public
370,REST,IBM Watson IoT,GET,/device/types/{typeId},Get device type. Gets device type details.,0,1,,0,1,,0,1,,1,0,No Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Public
371,REST,IBM Watson IoT,PUT,/device/types/{typeId},Update device type. Updates a device type.,0,1,,0,1,,0,1,,1,0,No Version Found,0,1,[Singular last node with PUT|DELETE method.],0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Public
372,REST,IBM Watson IoT,DELETE,/device/types/{typeId},Delete device type. Deletes a device type.,0,1,,0,1,,0,1,,1,0,No Version Found,0,1,[Singular last node with PUT|DELETE method.],0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Public
373,REST,IBM Watson IoT,GET,/device/types/{typeId}/devices,List devices. Sorting can be performed on any of the following properties (sort order can be reversed by prefixing the property name with '-').,0,1,,0,1,,0,1,,1,0,No Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Public
374,REST,IBM Watson IoT,POST,/device/types/{typeId}/devices,Add device. Adds a device.,0,1,,0,1,,0,1,,1,0,No Version Found,0,1,[Pluralized last node with POST method.],0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Public
375,REST,IBM Watson IoT,GET,/device/types/{typeId}/devices/{deviceId},Get device. Gets device details.,0,1,,0,1,,0,1,,1,0,No Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Public
376,REST,IBM Watson IoT,PUT,/device/types/{typeId}/devices/{deviceId},Update device. Updates a device.,0,1,,0,1,,0,1,,1,0,No Version Found,0,1,[Singular last node with PUT|DELETE method.],0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Public
377,REST,IBM Watson IoT,DELETE,/device/types/{typeId}/devices/{deviceId},Remove device. Removes a device.,0,1,,0,1,,0,1,,1,0,No Version Found,0,1,[Singular last node with PUT|DELETE method.],0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Public
378,REST,IBM Watson IoT,GET,/device/types/{typeId}/devices/{deviceId}/devices,"Get devices that are connected through the gateway specified by id {deviceId}. Gets information on devices that are connected through the specified gateway (typeId, deviceId) to Watson IoT Platform.",0,1,,0,1,,0,1,,1,0,No Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Public
379,REST,IBM Watson IoT,GET,/device/types/{typeId}/devices/{deviceId}/edgestatus,Return the status of containers from an edge node. Return the status of containers from an edge node.,0,1,,0,1,,0,1,,1,0,No Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Public
380,REST,IBM Watson IoT,GET,/device/types/{typeId}/devices/{deviceId}/edgestatus/{serviceId},Return the status of containers from an edge node filtering by service. Return the status of containers from an edge node filtering by service.,0,1,,0,1,,0,1,,1,0,No Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Public
381,REST,IBM Watson IoT,GET,/logs/connection,"List device connection log events. List connection log events for a device to aid in diagnosing connectivity problems. The entries record successful connection, unsuccessful connection attempts, intentional disconnection and server-initiated disconnection.",0,1,,0,1,,0,1,,1,0,No Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Public
382,REST,IBM Watson IoT,GET,/usage/data-traffic,Retrieve the amount of data used. Retrieve the amount of data used.,0,1,,0,1,,0,1,,1,0,No Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,1,0,Non-pertinent Documentation,0,1,Consistent Documentation,Public
383,REST,IBM Watson IoT,GET,/service-status,Retrieve the status of services for an organization. Retrieve the organization-specific status of each of the services offered by Watson IoT Platform.,0,1,,0,1,,0,1,,1,0,No Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Public
